90,91,90,95,89,100,88,89,90,95,101,95,89,92,87,98,89,90,92,100,88,89,99,82,90,91,95,89,87,98,89,95,89,87,88,101,91,92,90,90
102,92,91,91,90,93,94,95,101,92,90,91,90,100,89,92,87,85,89,90,87,94,87,88,101,91,91,93,94,92,90,91,91,90,93,94,91,95,101,97
92,90,91,92,91,99,82,92,87,88,101,92,100,88,89,87,88,88,89,100,96,91,87,98,89,92,92,99,82,95,101,92,92,91,99,82,92,92,90,92
88,101,92,90,91,227,228,228,228,228,228,228,228,228,228,228,228,228,229,90,92,92,90,92,93,94,90,93,94,92,87,96,87,101,95,89,87,88,101,87
98,89,87,102,92,233,-1,16,10,22,14,-1,-1,29,34,25,14,-1,234,100,88,89,100,96,99,82,91,99,82,95,89,100,89,90,91,90,87,88,88,89
92,90,90,92,90,230,231,231,231,231,231,231,231,231,231,231,231,231,232,95,89,87,96,92,90,87,101,93,94,91,93,94,87,102,92,100,88,89,90,87
90,91,97,89,100,88,89,87,98,89,87,88,88,89,87,88,88,89,87,101,95,89,100,89,100,88,89,99,82,92,99,82,90,92,93,94,87,88,101,90
102,91,92,95,89,95,89,90,92,257,258,259,259,259,259,259,259,260,261,90,91,269,270,271,271,271,271,271,271,272,273,95,101,90,99,82,87,94,90,100
92,92,87,101,87,101,87,85,89,262,-1,10,36,29,34,25,14,-1,263,91,92,274,-1,11,36,29,34,25,14,-1,275,92,87,102,95,88,89,91,97,89
88,89,95,89,90,87,88,94,90,264,265,266,266,266,266,266,266,267,268,100,89,276,277,278,278,278,278,278,278,279,280,95,89,92,92,90,90,92,92,95
98,89,91,87,85,89,90,92,100,96,93,94,93,94,90,87,88,94,93,94,87,88,88,89,90,87,94,95,88,89,87,101,87,94,95,101,100,88,89,91
92,90,92,95,88,89,100,88,89,92,99,82,99,82,100,88,89,92,99,82,90,87,88,94,100,96,91,92,90,87,88,88,89,91,92,87,98,89,90,92
95,101,90,92,90,227,228,228,228,228,228,228,228,228,228,228,228,228,229,87,85,89,90,92,90,92,92,87,102,95,89,87,96,92,90,90,92,87,85,89
92,90,91,87,102,233,-1,22,30,28,18,12,-1,29,34,25,14,-1,234,87,98,89,100,96,91,87,88,94,92,91,95,89,100,89,91,100,88,89,90,93
90,91,100,89,92,230,231,231,231,231,231,231,231,231,231,231,231,231,232,90,92,87,96,92,91,93,94,92,90,92,91,87,88,94,91,87,88,94,91,99
102,91,93,94,90,87,88,94,87,98,89,87,88,88,89,87,88,88,89,100,88,89,100,89,92,99,82,87,85,89,92,87,96,92,92,93,94,92,91,87
92,92,99,82,100,88,89,92,90,92,87,88,94,90,235,236,236,236,236,236,236,236,236,236,236,237,87,88,88,89,93,94,100,89,90,99,82,90,92,95
87,88,88,89,93,94,90,90,100,88,89,90,92,91,240,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,240,87,88,88,89,99,82,87,88,101,90,87,85,89,92
89,93,94,90,99,82,91,97,89,95,89,97,89,91,240,-1,22,30,28,18,12,37,38,1,-1,240,90,87,94,93,94,95,88,89,95,101,87,88,88,89
90,99,82,100,96,90,91,92,90,91,90,92,90,92,240,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,240,100,96,91,99,82,92,90,90,92,90,87,88,94,87
97,89,90,90,92,91,92,95,101,92,97,89,100,96,240,-1,22,30,28,18,12,37,38,2,-1,240,90,92,92,90,93,94,91,100,96,91,95,89,92,90
92,90,91,97,89,100,89,92,93,94,92,93,94,92,240,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,240,97,89,87,102,99,82,100,89,92,91,91,90,87,85
88,101,91,92,87,88,88,89,99,82,90,99,82,90,240,-1,22,30,28,18,12,37,38,3,-1,240,92,95,89,92,90,87,88,94,90,92,92,100,88,89
95,89,92,95,88,89,87,88,94,87,102,87,88,101,240,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,240,87,101,87,88,101,95,89,92,97,89,87,98,89,95
91,93,94,92,87,98,89,90,92,90,92,87,88,94,240,-1,-1,-1,24,15,15,-1,-1,-1,-1,240,87,88,88,89,87,101,93,94,92,93,94,92,90,91
92,99,82,93,94,92,95,101,87,85,89,90,90,92,240,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,240,93,94,90,90,87,94,99,82,90,99,82,87,102,92
89,90,90,99,82,90,92,95,88,89,90,91,97,89,238,236,236,236,236,236,236,236,236,236,236,239,99,82,91,97,89,91,87,88,101,87,98,89,92,95
87,102,91,90,87,85,89,92,93,94,91,91,92,90,87,88,88,89,90,87,94,95,88,89,95,89,93,94,91,92,90,92,90,90,95,89,92,95,89,92
89,92,91,100,88,89,90,90,99,82,91,92,95,101,90,93,94,87,85,89,91,92,90,87,101,90,99,82,92,87,102,95,101,91,91,93,94,91,93,94
88,89,92,90,87,88,101,100,88,89,92,90,92,87,102,99,82,87,98,89,92,87,85,89,87,85,89,87,98,89,92,92,90,91,92,99,82,92,99,82
